a0003,a0004,a0005,a0006
-362,-56.0,-101.0,-407.0
-386,-88.0,-142.0,-436.0
-398,-49.0,-120.0,-447.0
-399,-91.0,-80.0,-394.0
-404,-86.0,-113.0,-443.0
-439,-75.0,-99.0,-400.0
-390,-60.0,-122.0,-437.0
-355,-76.0,-116.0,-422.0
-369,-102.0,-90.0,-377.0
-404,-92.0,-135.0,-459.0
-434,-111.0,-78.0,-466.0
-385,-125.0,-92.0,-469.0
-401,-151.0,-131.0,-422.0
-374,-113.0,-117.0,-421.0
-411,-98.0,-151.0,-390.0
-399,-94.0,-149.0,-447.0
-417,-134.0,-127.0,-457.0
-436,-150.0,-125.0,-428.0
-381,-130.0,-78.0,-472.0
-428,-113.0,-89.0,-439.0
-417,-124.0,-105.0,-416.0
-392,-184.0,-77.0,-417.0
-420,-179.0,-95.0,-454.0
-479,-184.0,-98.0,-392.0
-446,-177.0,-102.0,-393.0
-420,-170.0,-93.0,-385.0
-390,-177.0,-71.0,-390.0
-426,-180.0,-57.0,-384.0
-446,-184.0,-59.0,-385.0
-420,-179.0,-74.0,-429.0
-439,-202.0,-96.0,-434.0
-385,-190.0,-92.0,-373.0
-395,-181.0,-100.0,-414.0
-428,-167.0,-77.0,-350.0
-405,-182.0,-42.0,-323.0
-396,-201.0,-39.0,-435.0
-428,-194.0,-44.0,-393.0
-444,-190.0,-81.0,-418.0
-435,-216.0,-60.0,-312.0
-428,-211.0,-47.0,-398.0
-422,-201.0,-68.0,-380.0
-428,-208.0,-47.0,-286.0
-438,-221.0,-45.0,-391.0
-423,-239.0,-42.0,-444.0
-432,-226.0,-34.0,-388.0
-471,-253.0,-21.0,-367.0
-462,-270.0,10.0,-348.0
-457,-246.0,-15.0,-354.0
-468,-230.0,-39.0,-480.0
-463,-244.0,-62.0,-260.0
-492,-223.0,-60.0,-321.0
-483,-213.0,-34.0,-374.0
-441,-242.0,-75.0,-305.0
-448,-251.0,-56.0,-393.0
-445,-245.0,-41.0,-409.0
-457,-271.0,-93.0,-380.0
-433,-248.0,-70.0,-270.0
-463,-240.0,-63.0,-450.0
-497,-238.0,-68.0,-263.0
-478,-237.0,-48.0,-339.0
-471,-253.0,-80.0,-437.0
-425,-218.0,-62.0,-187.0
-421,-208.0,-67.0,-332.0
-463,-255.0,-61.0,-380.0
-486,-241.0,-72.0,-343.0
-472,-230.0,-80.0,-272.0
-480,-261.0,-83.0,-383.0
-469,-234.0,-49.0,-388.0
-449,-230.0,-56.0,-313.0
-448,-238.0,-92.0,-302.0
-474,-264.0,-42.0,-276.0
-484,-260.0,-87.0,-253.0
-471,-244.0,-54.0,-260.0
-508,-264.0,-109.0,-266.0
-498,-247.0,-91.0,-355.0
-488,-229.0,-44.0,-340.0
-515,-247.0,-98.0,-318.0
-500,-240.0,-106.0,-316.0
-498,-255.0,-120.0,-206.0
-489,-253.0,-94.0,-371.0
-448,-270.0,-74.0,-305.0
-485,-250.0,-81.0,-257.0
-493,-257.0,-82.0,-231.0
-466,-284.0,-98.0,-289.0
-483,-240.0,-108.0,-314.0
-469,-259.0,-82.0,-273.0
-488,-260.0,-98.0,-303.0
-501,-225.0,-128.0,-235.0
-491,-221.0,-137.0,-272.0
-468,-257.0,-106.0,-202.0
-461,-248.0,-125.0,-247.0
-478,-247.0,-186.0,-364.0
-476,-249.0,-150.0,-261.0
-444,-249.0,-147.0,-206.0
-486,-278.0,-169.0,-307.0
-479,-308.0,-179.0,-314.0
-451,-264.0,-194.0,-317.0
-434,-244.0,-169.0,-273.0
-395,-280.0,-199.0,-209.0
-459,-258.0,-149.0,-269.0
-434,-289.0,-149.0,-343.0
-432,-294.0,-145.0,-339.0
-400,-274.0,-198.0,-274.0
-407,-283.0,-219.0,-193.0
-448,-274.0,-193.0,-204.0
-429,-290.0,-240.0,-319.0
-435,-290.0,-178.0,-302.0
-401,-255.0,-187.0,-217.0
-397,-295.0,-202.0,-262.0
-391,-279.0,-231.0,-248.0
-365,-290.0,-231.0,-330.0
-351,-288.0,-222.0,-363.0
-389,-248.0,-217.0,-277.0
-383,-261.0,-217.0,-285.0
-333,-238.0,-235.0,-286.0
-334,-264.0,-236.0,-362.0
-288,-269.0,-276.0,-350.0
-337,-265.0,-244.0,-346.0
-361,-257.0,-228.0,-305.0
-348,-279.0,-254.0,-287.0
-339,-250.0,-252.0,-344.0
-327,-285.0,-252.0,-317.0
-352,-262.0,-291.0,-305.0
-306,-201.0,-268.0,-252.0
-307,-278.0,-244.0,-292.0
-302,-253.0,-223.0,-335.0
-326,-235.0,-196.0,-364.0
-338,-272.0,-269.0,-343.0
-356,-265.0,-219.0,-235.0
-343,-245.0,-273.0,-278.0
-361,-243.0,-298.0,-294.0
-358,-257.0,-234.0,-391.0
-310,-258.0,-264.0,-342.0
-291,-235.0,-262.0,-284.0
-294,-254.0,-251.0,-317.0
-319,-261.0,-262.0,-335.0
-334,-213.0,-255.0,-367.0
-343,-215.0,-234.0,-275.0
-324,-259.0,-245.0,-271.0
-316,-250.0,-246.0,-276.0
-314,-216.0,-268.0,-312.0
-308,-190.0,-254.0,-318.0
-306,-211.0,-250.0,-358.0
-315,-223.0,-234.0,-327.0
-272,-209.0,-239.0,-276.0
-303,-195.0,-232.0,-279.0
-311,-173.0,-251.0,-324.0
-312,-196.0,-240.0,-360.0
-326,-193.0,-229.0,-313.0
-312,-187.0,-232.0,-247.0
-280,-187.0,-204.0,-265.0
-237,-159.0,-230.0,-315.0
-240,-189.0,-226.0,-292.0
-287,-179.0,-220.0,-305.0
-293,-200.0,-206.0,-254.0
-260,-215.0,-218.0,-309.0
-252,-192.0,-212.0,-329.0
-226,-210.0,-239.0,-264.0
-231,-193.0,-237.0,-244.0
-247,-146.0,-228.0,-234.0
-257,-151.0,-242.0,-242.0
-221,-169.0,-220.0,-257.0
-224,-173.0,-202.0,-288.0
-255,-197.0,-214.0,-289.0
-224,-164.0,-233.0,-275.0
-216,-183.0,-230.0,-265.0
-232,-186.0,-220.0,-261.0
-248,-185.0,-204.0,-225.0
-244,-176.0,-216.0,-228.0
-203,-163.0,-219.0,-247.0
-195,-179.0,-239.0,-230.0
-186,-178.0,-236.0,-264.0
-194,-191.0,-216.0,-277.0
-153,-211.0,-240.0,-292.0
-161,-229.0,-222.0,-267.0
-152,-200.0,-211.0,-187.0
-162,-181.0,-254.0,-231.0
-185,-182.0,-247.0,-261.0
-145,-209.0,-202.0,-266.0
-124,-208.0,-173.0,-278.0
-100,-193.0,-168.0,-216.0
-150,-213.0,-194.0,-241.0
-155,-213.0,-207.0,-233.0
-135,-216.0,-195.0,-228.0
-134,-218.0,-186.0,-225.0
-174,-227.0,-180.0,-168.0
-153,-187.0,-206.0,-203.0
-120,-203.0,-224.0,-232.0
-104,-265.0,-233.0,-246.0
-151,-236.0,-196.0,-237.0
-176,-202.0,-194.0,-201.0
-145,-209.0,-224.0,-212.0
-171,-229.0,-233.0,-230.0
-188,-228.0,-239.0,-211.0
-175,-221.0,-238.0,-222.0
-147,-223.0,-260.0,-203.0
-145,-242.0,-215.0,-214.0
-158,-202.0,-230.0,-221.0
-145,-183.0,-232.0,-240.0
-143,-210.0,-238.0,-234.0
-142,-242.0,-264.0,-177.0
-146,-243.0,-251.0,-183.0
-193,-235.0,-262.0,-198.0
-159,-219.0,-239.0,-171.0
-153,-180.0,-242.0,-175.0
-139,-191.0,-247.0,-167.0
-112,-205.0,-234.0,-166.0
-138,-228.0,-184.0,-199.0
-147,-224.0,-205.0,-209.0
-127,-250.0,-248.0,-247.0
-151,-249.0,-231.0,-210.0
-148,-240.0,-236.0,-160.0
-158,-238.0,-209.0,-151.0
-110,-227.0,-241.0,-193.0
-114,-263.0,-214.0,-234.0
-127,-243.0,-183.0,-204.0
-95,-234.0,-175.0,-108.0
-148,-243.0,-176.0,-156.0
-99,-274.0,-172.0,-188.0
-119,-254.0,-169.0,-181.0
-157,-239.0,-189.0,-198.0
-153,-280.0,-184.0,-139.0
-129,-257.0,-216.0,-212.0
-100,-258.0,-194.0,-175.0
-102,-236.0,-224.0,-179.0
-121,-251.0,-203.0,-233.0
-115,-272.0,-176.0,-185.0
-96,-279.0,-174.0,-185.0
-97,-309.0,-157.0,-163.0
-99,-298.0,-183.0,-166.0
-119,-276.0,-187.0,-197.0
-109,-233.0,-174.0,-160.0
-114,-270.0,-191.0,-140.0
-106,-285.0,-164.0,-184.0
-88,-250.0,-157.0,-151.0
-115,-267.0,-198.0,-172.0
-135,-249.0,-177.0,-167.0
-142,-272.0,-175.0,-178.0
-160,-286.0,-193.0,-225.0
-170,-291.0,-160.0,-134.0
-169,-322.0,-179.0,-194.0
-124,-302.0,-184.0,-222.0
-125,-314.0,-169.0,-189.0
-161,-342.0,-187.0,-206.0
-144,-328.0,-131.0,-187.0
-156,-300.0,-131.0,-215.0
-160,-330.0,-172.0,-211.0
-142,-331.0,-173.0,-152.0
-158,-292.0,-213.0,-139.0
-136,-318.0,-220.0,-203.0
-147,-326.0,-176.0,-185.0
-164,-335.0,-172.0,-158.0
-133,-327.0,-156.0,-156.0
-145,-325.0,-179.0,-187.0
-197,-320.0,-162.0,-197.0
-190,-319.0,-186.0,-174.0
-143,-345.0,-206.0,-173.0
-201,-334.0,-201.0,-164.0
-177,-344.0,-193.0,-189.0
-170,-318.0,-189.0,-197.0
-164,-311.0,-187.0,-183.0
-178,-334.0,-157.0,-194.0
-201,-373.0,-172.0,-228.0
-177,-362.0,-181.0,-217.0
-222,-389.0,-218.0,-210.0
-200,-390.0,-195.0,-206.0
-208,-321.0,-186.0,-185.0
-213,-345.0,-204.0,-191.0
-228,-366.0,-213.0,-212.0
-224,-345.0,-210.0,-219.0
-208,-347.0,-187.0,-186.0
-234,-357.0,-221.0,-200.0
-236,-358.0,-229.0,-231.0
-248,-374.0,-200.0,-202.0
-267,-350.0,-204.0,-240.0
-258,-394.0,-187.0,-193.0
-285,-415.0,-198.0,-218.0
-237,-368.0,-161.0,-270.0
-220,-384.0,-167.0,-248.0
-276,-441.0,-165.0,-267.0
-284,-444.0,-149.0,-242.0
-290,-411.0,-165.0,-270.0
-280,-413.0,-158.0,-261.0
-306,-419.0,-177.0,-189.0
-296,-379.0,-185.0,-258.0
-285,-363.0,-206.0,-321.0
-279,-382.0,-171.0,-246.0
-270,-399.0,-163.0,-285.0
-295,-431.0,-146.0,-257.0
-321,-447.0,-213.0,-280.0
-288,-430.0,-199.0,-324.0
-321,-436.0,-175.0,-258.0
-316,-451.0,-214.0,-279.0
-321,-452.0,-175.0,-252.0
-344,-479.0,-212.0,-223.0
-309,-465.0,-226.0,-287.0
-355,-488.0,-206.0,-300.0
-343,-459.0,-192.0,-275.0
-344,-449.0,-153.0,-262.0
-320,-501.0,-199.0,-276.0
-346,-470.0,-219.0,-328.0
-386,-469.0,-193.0,-283.0
-350,-447.0,-222.0,-273.0
-335,-470.0,-240.0,-291.0
-349,-522.0,-221.0,-289.0
-333,-498.0,-187.0,-325.0
-313,-467.0,-179.0,-307.0
-351,-491.0,-197.0,-294.0
-356,-497.0,-237.0,-281.0
-334,-488.0,-199.0,-272.0
-391,-522.0,-225.0,-302.0
-368,-513.0,-195.0,-266.0
-371,-484.0,-206.0,-256.0
-353,-477.0,-209.0,-281.0
-306,-497.0,-196.0,-253.0
-364,-494.0,-196.0,-250.0
-329,-485.0,-181.0,-275.0
-349,-490.0,-207.0,-250.0
-367,-500.0,-189.0,-253.0
-367,-480.0,-232.0,-247.0
-375,-453.0,-225.0,-202.0
-384,-455.0,-254.0,-272.0
-396,-474.0,-270.0,-299.0
-400,-510.0,-269.0,-314.0
-422,-465.0,-253.0,-288.0
-406,-450.0,-224.0,-280.0
-404,-492.0,-241.0,-305.0
-457,-493.0,-241.0,-267.0
-428,-488.0,-260.0,-254.0
-441,-477.0,-271.0,-264.0
-445,-470.0,-271.0,-307.0
-443,-436.0,-268.0,-298.0
-452,-483.0,-286.0,-303.0
-471,-513.0,-266.0,-301.0
-448,-497.0,-277.0,-317.0
-420,-451.0,-303.0,-296.0
-456,-455.0,-288.0,-339.0
-439,-485.0,-302.0,-330.0
-466,-461.0,-323.0,-303.0
-467,-477.0,-316.0,-342.0
-476,-465.0,-300.0,-315.0
-424,-473.0,-298.0,-320.0
-419,-494.0,-269.0,-337.0
-447,-504.0,-328.0,-338.0
-474,-482.0,-331.0,-342.0
-471,-510.0,-345.0,-350.0
-463,-515.0,-355.0,-308.0
-472,-497.0,-326.0,-346.0
-471,-539.0,-309.0,-317.0
-449,-507.0,-318.0,-324.0
-423,-502.0,-337.0,-321.0
-471,-520.0,-302.0,-351.0
-460,-520.0,-328.0,-387.0
-428,-552.0,-354.0,-333.0
-471,-548.0,-330.0,-353.0
-473,-542.0,-297.0,-298.0
-464,-485.0,-312.0,-313.0
-461,-502.0,-306.0,-302.0
-429,-532.0,-317.0,-329.0
-425,-514.0,-277.0,-347.0
-417,-536.0,-285.0,-337.0
-459,-554.0,-353.0,-362.0
-452,-529.0,-330.0,-354.0
-421,-531.0,-303.0,-360.0
-429,-548.0,-285.0,-337.0
-426,-538.0,-307.0,-376.0
-414,-565.0,-357.0,-374.0
-367,-524.0,-338.0,-371.0
-386,-544.0,-353.0,-369.0
-436,-528.0,-339.0,-359.0
-413,-509.0,-325.0,-369.0
-434,-492.0,-329.0,-420.0
-416,-495.0,-345.0,-446.0
-403,-522.0,-377.0,-370.0
-401,-481.0,-363.0,-375.0
-410,-492.0,-389.0,-419.0
-421,-484.0,-378.0,-407.0
-432,-476.0,-359.0,-436.0
-431,-479.0,-342.0,-451.0
-427,-456.0,-338.0,-398.0
-426,-429.0,-354.0,-420.0
-414,-438.0,-344.0,-445.0
-421,-425.0,-363.0,-447.0
-440,-419.0,-373.0,-445.0
-432,-388.0,-416.0,-405.0
-382,-375.0,-395.0,-427.0
-386,-405.0,-382.0,-463.0
-394,-395.0,-415.0,-499.0
-420,-393.0,-348.0,-509.0
-403,-404.0,-367.0,-480.0
-363,-418.0,-383.0,-506.0
-334,-415.0,-384.0,-513.0
-379,-386.0,-378.0,-505.0
-361,-364.0,-383.0,-500.0
-356,-389.0,-379.0,-478.0
-349,-339.0,-356.0,-499.0
-344,-352.0,-314.0,-503.0
-376,-350.0,-335.0,-546.0
-370,-362.0,-372.0,-558.0
-375,-374.0,-360.0,-534.0
-375,-336.0,-374.0,-530.0
-415,-356.0,-374.0,-503.0
-369,-299.0,-400.0,-529.0
-347,-341.0,-428.0,-558.0
-323,-340.0,-455.0,-574.0
-354,-339.0,-412.0,-524.0
-312,-351.0,-390.0,-534.0
-322,-363.0,-417.0,-575.0
-346,-377.0,-433.0,-535.0
-310,-354.0,-419.0,-539.0
-335,-335.0,-423.0,-522.0
-308,-268.0,-433.0,-554.0
-343,-307.0,-440.0,-555.0
-325,-310.0,-416.0,-511.0
-338,-285.0,-393.0,-524.0
-329,-309.0,-423.0,-556.0
-308,-320.0,-416.0,-584.0
-333,-321.0,-429.0,-604.0
-362,-305.0,-434.0,-610.0
-345,-286.0,-421.0,-563.0
-325,-289.0,-415.0,-599.0
-308,-260.0,-446.0,-584.0
-298,-256.0,-432.0,-612.0
-340,-285.0,-430.0,-641.0
-324,-292.0,-430.0,-640.0
-309,-331.0,-434.0,-677.0
-293,-315.0,-455.0,-649.0
-292,-277.0,-428.0,-636.0
-305,-252.0,-472.0,-600.0
-313,-236.0,-475.0,-623.0
-328,-273.0,-486.0,-659.0
-313,-293.0,-487.0,-647.0
-347,-279.0,-472.0,-615.0
-375,-277.0,-489.0,-628.0
-342,-275.0,-471.0,-645.0
-357,-287.0,-462.0,-645.0
-366,-294.0,-504.0,-636.0
-366,-290.0,-515.0,-619.0
-318,-278.0,-461.0,-618.0
-321,-252.0,-459.0,-665.0
-309,-240.0,-478.0,-696.0
-337,-244.0,-469.0,-646.0
-367,-246.0,-470.0,-636.0
-314,-267.0,-505.0,-615.0
-320,-269.0,-512.0,-619.0
-344,-230.0,-482.0,-652.0
-350,-229.0,-533.0,-637.0
-335,-211.0,-562.0,-665.0
-343,-243.0,-544.0,-666.0
-329,-272.0,-532.0,-644.0
-324,-266.0,-518.0,-630.0
-281,-275.0,-556.0,-651.0
-291,-272.0,-526.0,-664.0
-291,-295.0,-513.0,-653.0
-294,-268.0,-527.0,-615.0
-293,-270.0,-539.0,-616.0
-284,-275.0,-552.0,-659.0
-287,-271.0,-535.0,-649.0
-287,-307.0,-537.0,-618.0
-289,-298.0,-533.0,-606.0
-275,-279.0,-527.0,-672.0
-302,-273.0,-522.0,-651.0
-298,-261.0,-549.0,-636.0
-325,-264.0,-547.0,-573.0
-319,-219.0,-547.0,-525.0
-302,-211.0,-551.0,-607.0
-301,-271.0,-552.0,-657.0
-275,-257.0,-551.0,-615.0
-259,-282.0,-542.0,-623.0
-281,-274.0,-591.0,-613.0
-288,-251.0,-544.0,-631.0
-274,-271.0,-559.0,-687.0
-271,-275.0,-618.0,-617.0
-249,-315.0,-590.0,-611.0
-269,-282.0,-578.0,-600.0
-239,-309.0,-596.0,-621.0
-210,-328.0,-603.0,-617.0
-283,-310.0,-565.0,-618.0
-250,-307.0,-573.0,-628.0
-218,-293.0,-618.0,-592.0
-229,-303.0,-587.0,-604.0
-220,-304.0,-572.0,-595.0
-219,-299.0,-595.0,-598.0
-254,-293.0,-579.0,-592.0
-232,-333.0,-585.0,-593.0
-219,-313.0,-548.0,-584.0
-239,-317.0,-571.0,-589.0
-242,-273.0,-594.0,-605.0
-272,-289.0,-568.0,-569.0
-255,-304.0,-582.0,-613.0
-298,-301.0,-571.0,-565.0
-283,-327.0,-553.0,-552.0
-269,-274.0,-594.0,-587.0
-291,-279.0,-583.0,-569.0
-278,-286.0,-565.0,-603.0
-300,-300.0,-560.0,-573.0
-294,-309.0,-528.0,-551.0
-305,-331.0,-578.0,-564.0
-277,-312.0,-587.0,-573.0
-284,-305.0,-576.0,-507.0
-360,-283.0,-601.0,-547.0
-303,-261.0,-572.0,-600.0
-277,-298.0,-572.0,-556.0
-271,-301.0,-566.0,-562.0
-287,-278.0,-551.0,-582.0
-307,-328.0,-570.0,-569.0
-327,-330.0,-567.0,-559.0
-344,-335.0,-597.0,-585.0
-339,-320.0,-599.0,-588.0
-314,-315.0,-592.0,-531.0
-332,-327.0,-594.0,-527.0
-347,-297.0,-589.0,-568.0
-301,-343.0,-582.0,-574.0
-339,-313.0,-571.0,-602.0
-332,-310.0,-577.0,-585.0
-333,-320.0,-581.0,-594.0
-367,-344.0,-588.0,-598.0
-344,-316.0,-618.0,-582.0
-288,-279.0,-605.0,-595.0
-319,-288.0,-587.0,-609.0
-332,-298.0,-604.0,-593.0
-324,-289.0,-605.0,-582.0
-336,-300.0,-564.0,-572.0
-362,-309.0,-580.0,-602.0
-361,-290.0,-590.0,-624.0
-362,-311.0,-582.0,-621.0
-366,-304.0,-586.0,-615.0
-352,-316.0,-566.0,-565.0
-385,-337.0,-577.0,-576.0
-377,-342.0,-559.0,-564.0
-356,-371.0,-575.0,-566.0
-386,-391.0,-545.0,-593.0
-391,-392.0,-537.0,-610.0
-381,-393.0,-553.0,-610.0
-408,-381.0,-561.0,-610.0
-396,-399.0,-549.0,-580.0
-403,-382.0,-573.0,-587.0
-451,-349.0,-593.0,-626.0
-445,-386.0,-565.0,-610.0
-431,-400.0,-554.0,-583.0
-448,-376.0,-537.0,-589.0
-442,-379.0,-556.0,-575.0
-482,-382.0,-556.0,-599.0
-484,-438.0,-566.0,-602.0
-470,-440.0,-559.0,-570.0
-499,-434.0,-549.0,-600.0
-467,-465.0,-543.0,-565.0
-481,-442.0,-571.0,-609.0
-480,-459.0,-580.0,-551.0
-485,-447.0,-553.0,-551.0
-487,-445.0,-537.0,-635.0
-465,-479.0,-534.0,-574.0
-498,-475.0,-536.0,-564.0
-476,-446.0,-540.0,-567.0
-511,-439.0,-555.0,-558.0
-478,-459.0,-580.0,-579.0
-504,-476.0,-578.0,-569.0
-535,-456.0,-544.0,-537.0
-517,-456.0,-561.0,-559.0
-557,-479.0,-535.0,-588.0
-535,-455.0,-564.0,-567.0
-535,-488.0,-567.0,-541.0
-536,-497.0,-553.0,-558.0
-572,-465.0,-573.0,-572.0
-582,-448.0,-554.0,-558.0
-544,-447.0,-594.0,-546.0
-518,-502.0,-580.0,-547.0
-539,-524.0,-518.0,-558.0
-565,-524.0,-516.0,-559.0
-591,-532.0,-545.0,-567.0
-580,-502.0,-513.0,-564.0
-587,-529.0,-544.0,-508.0
-584,-495.0,-537.0,-538.0
-569,-491.0,-528.0,-555.0
-559,-545.0,-554.0,-511.0
-576,-507.0,-512.0,-510.0
-563,-542.0,-528.0,-536.0
-551,-517.0,-560.0,-523.0
-605,-537.0,-529.0,-528.0
-592,-555.0,-524.0,-547.0
-608,-546.0,-549.0,-516.0
-619,-572.0,-571.0,-498.0
-619,-543.0,-582.0,-490.0
-602,-529.0,-589.0,-512.0
-582,-541.0,-590.0,-524.0
-619,-568.0,-551.0,-534.0
-660,-597.0,-565.0,-511.0
-649,-593.0,-568.0,-476.0
-656,-563.0,-574.0,-472.0
-672,-546.0,-569.0,-472.0
-688,-536.0,-596.0,-495.0
-698,-526.0,-613.0,-499.0
-675,-556.0,-617.0,-482.0
-676,-586.0,-562.0,-480.0
-693,-587.0,-540.0,-468.0
-703,-591.0,-624.0,-457.0
-708,-568.0,-585.0,-494.0
-741,-598.0,-592.0,-476.0
-726,-591.0,-602.0,-450.0
-705,-603.0,-610.0,-450.0
-727,-561.0,-616.0,-449.0
-698,-554.0,-606.0,-481.0
-712,-624.0,-586.0,-472.0
-756,-632.0,-581.0,-456.0
-753,-615.0,-596.0,-477.0
-761,-619.0,-610.0,-460.0
-737,-647.0,-626.0,-456.0
-710,-630.0,-615.0,-461.0
-730,-644.0,-648.0,-442.0
-751,-629.0,-617.0,-440.0
-734,-652.0,-631.0,-462.0
-712,-668.0,-618.0,-485.0
-780,-622.0,-618.0,-467.0
-788,-620.0,-646.0,-483.0
-745,-635.0,-633.0,-475.0
-757,-618.0,-617.0,-487.0
-741,-622.0,-613.0,-473.0
-748,-634.0,-657.0,-476.0
-763,-629.0,-654.0,-471.0
-723,-615.0,-655.0,-470.0
-738,-627.0,-683.0,-484.0
-759,-644.0,-693.0,-469.0
-735,-636.0,-664.0,-477.0
-756,-648.0,-687.0,-457.0
-779,-659.0,-688.0,-470.0
-789,-631.0,-692.0,-449.0
-810,-593.0,-718.0,-471.0
-821,-576.0,-741.0,-482.0
-807,-604.0,-734.0,-452.0
-825,-630.0,-698.0,-448.0
-815,-623.0,-731.0,-463.0
-797,-603.0,-757.0,-446.0
-777,-598.0,-718.0,-484.0
-771,-628.0,-724.0,-475.0
-820,-591.0,-752.0,-468.0
-840,-598.0,-733.0,-478.0
-842,-590.0,-747.0,-445.0
-835,-543.0,-763.0,-487.0
-827,-571.0,-772.0,-462.0
-822,-575.0,-768.0,-438.0
-823,-561.0,-769.0,-459.0
-811,-570.0,-789.0,-500.0
-794,-549.0,-812.0,-478.0
-821,-588.0,-781.0,-392.0
-842,-576.0,-821.0,-414.0
-853,-534.0,-851.0,-459.0
-855,-541.0,-846.0,-439.0
-805,-517.0,-829.0,-479.0
-813,-522.0,-811.0,-498.0
-842,-519.0,-871.0,-505.0
-837,-558.0,-863.0,-496.0
-855,-535.0,-874.0,-467.0
-862,-526.0,-884.0,-462.0
-843,-520.0,-900.0,-462.0
-843,-523.0,-933.0,-453.0
-806,-520.0,-914.0,-466.0
-825,-502.0,-918.0,-435.0
-850,-523.0,-956.0,-429.0
-829,-514.0,-932.0,-505.0
-840,-560.0,-944.0,-459.0
-853,-520.0,-958.0,-424.0
-843,-518.0,-978.0,-422.0
-866,-490.0,-956.0,-426.0
-884,-446.0,-941.0,-465.0
-840,-478.0,-973.0,-429.0
-852,-466.0,-940.0,-425.0
-833,-495.0,-947.0,-447.0
-825,-457.0,-952.0,-401.0
-804,-478.0,-969.0,-410.0
-808,-495.0,-968.0,-430.0
-839,-482.0,-1002.0,-450.0
-842,-474.0,-1005.0,-393.0
-842,-413.0,-1017.0,-409.0
-834,-420.0,-1005.0,-459.0
-814,-454.0,-998.0,-451.0
-815,-486.0,-997.0,-473.0
-811,-472.0,-977.0,-446.0
-779,-462.0,-1025.0,-441.0
-807,-448.0,-985.0,-452.0
-797,-446.0,-994.0,-434.0
-778,-424.0,-1000.0,-393.0
-792,-420.0,-1038.0,-416.0
-799,-452.0,-1028.0,-423.0
-800,-408.0,-989.0,-441.0
-798,-412.0,-1027.0,-402.0
-792,-412.0,-1026.0,-396.0
-820,-402.0,-1030.0,-430.0
-791,-411.0,-1023.0,-379.0
