a0003,a0004,a0005,a0006
-8,8.0,19.0,-9.0
-9,5.0,20.0,-10.0
-11,-1.0,15.0,-9.0
-16,3.0,14.0,-6.0
-12,7.0,14.0,-13.0
-8,9.0,9.0,-18.0
-7,7.0,11.0,-16.0
-5,-2.0,15.0,-14.0
-8,-6.0,15.0,-8.0
-7,-5.0,6.0,-3.0
-3,3.0,14.0,-2.0
2,9.0,13.0,-5.0
1,7.0,15.0,-4.0
2,-4.0,23.0,-5.0
-2,-23.0,26.0,-3.0
-7,-30.0,20.0,-5.0
-7,-24.0,13.0,-10.0
-7,-11.0,12.0,-11.0
-7,2.0,10.0,-9.0
-5,-1.0,17.0,-13.0
-4,-10.0,11.0,-12.0
-9,-26.0,13.0,-13.0
-8,-25.0,8.0,-12.0
-15,-6.0,16.0,-15.0
-13,8.0,15.0,-15.0
-10,14.0,13.0,-10.0
-14,11.0,16.0,-5.0
-9,-6.0,7.0,-3.0
-4,-14.0,12.0,-6.0
-9,-9.0,11.0,-7.0
-8,-5.0,8.0,-7.0
-8,0.0,7.0,-4.0
-11,-4.0,13.0,-2.0
-7,-4.0,12.0,3.0
-13,3.0,15.0,-1.0
-9,6.0,14.0,-7.0
-3,-3.0,8.0,-9.0
-4,-14.0,5.0,-6.0
-5,-18.0,3.0,-6.0
-8,-9.0,-4.0,-2.0
-4,0.0,-5.0,-4.0
-6,6.0,-1.0,1.0
-8,5.0,9.0,3.0
-9,-2.0,22.0,-3.0
-8,2.0,21.0,-1.0
-9,7.0,10.0,-7.0
-12,6.0,3.0,-6.0
-8,6.0,-4.0,-10.0
-8,6.0,-6.0,-9.0
-4,-3.0,4.0,-7.0
-3,-6.0,8.0,-3.0
-5,-10.0,10.0,-8.0
-6,-2.0,6.0,-12.0
-8,6.0,5.0,-5.0
-14,6.0,11.0,-4.0
-9,1.0,16.0,-3.0
-7,-1.0,8.0,-3.0
-8,-2.0,5.0,-6.0
-9,-1.0,1.0,-8.0
-8,5.0,6.0,-9.0
-6,2.0,7.0,-4.0
-8,-4.0,10.0,3.0
-8,0.0,18.0,-2.0
-3,1.0,10.0,-6.0
-4,5.0,6.0,-8.0
0,17.0,10.0,-1.0
1,14.0,13.0,4.0
-4,-1.0,12.0,0.0
1,-18.0,5.0,-1.0
-7,-23.0,3.0,-5.0
-8,-7.0,8.0,1.0
-6,29.0,11.0,10.0
-1,39.0,13.0,7.0
0,23.0,14.0,1.0
-4,2.0,8.0,-5.0
-3,-6.0,4.0,-1.0
-4,-1.0,10.0,5.0
-6,13.0,5.0,8.0
-2,22.0,11.0,5.0
-3,16.0,6.0,-2.0
-2,3.0,2.0,-5.0
-6,2.0,3.0,-7.0
-5,15.0,8.0,-7.0
0,26.0,11.0,0.0
-6,22.0,12.0,2.0
-7,13.0,11.0,-3.0
-8,9.0,5.0,-8.0
-8,4.0,5.0,-6.0
-9,8.0,10.0,-4.0
-6,12.0,12.0,-3.0
-8,7.0,10.0,1.0
-13,-6.0,7.0,0.0
-12,0.0,4.0,4.0
-10,10.0,9.0,2.0
-6,23.0,7.0,-3.0
-4,23.0,9.0,-2.0
-6,14.0,5.0,1.0
-12,2.0,11.0,1.0
-17,-3.0,17.0,2.0
-16,3.0,12.0,-1.0
-13,5.0,4.0,-7.0
-17,5.0,-4.0,-6.0
-22,-2.0,-6.0,-1.0
-25,-12.0,5.0,3.0
-23,-10.0,11.0,1.0
-18,0.0,12.0,0.0
-13,17.0,8.0,-1.0
-14,25.0,4.0,-4.0
-13,6.0,7.0,0.0
-10,-14.0,6.0,-2.0
-9,-30.0,10.0,-4.0
-8,-19.0,11.0,-12.0
-11,7.0,3.0,-7.0
-23,25.0,0.0,-3.0
-21,15.0,2.0,-1.0
-19,-14.0,3.0,3.0
-12,-29.0,4.0,-2.0
-7,-15.0,1.0,-1.0
-2,10.0,-1.0,-5.0
-3,33.0,-1.0,-3.0
-14,30.0,0.0,-3.0
-15,8.0,1.0,-4.0
-15,-9.0,7.0,0.0
-15,-4.0,5.0,-2.0
-14,9.0,3.0,-1.0
-17,5.0,7.0,2.0
-22,-1.0,3.0,-1.0
-24,1.0,2.0,2.0
-24,6.0,4.0,2.0
-6,15.0,5.0,2.0
-2,17.0,3.0,4.0
-3,0.0,-5.0,4.0
-7,-9.0,0.0,0.0
-11,-8.0,-1.0,-1.0
-12,8.0,-6.0,1.0
-13,11.0,-3.0,-3.0
-14,9.0,-2.0,-4.0
-19,11.0,2.0,-7.0
-19,18.0,2.0,-11.0
-20,20.0,2.0,-10.0
-19,10.0,-4.0,-14.0
-17,1.0,-5.0,-9.0
-19,-1.0,-8.0,-6.0
-20,-1.0,-7.0,-8.0
-12,-2.0,-3.0,-8.0
-15,5.0,-3.0,-13.0
-15,12.0,-4.0,-7.0
-21,8.0,-6.0,-6.0
-24,-2.0,-7.0,-7.0
-18,1.0,-6.0,-11.0
-22,8.0,-4.0,-10.0
-21,8.0,0.0,-14.0
-21,4.0,3.0,-13.0
-13,-3.0,-4.0,-8.0
-10,-7.0,-5.0,-10.0
-17,-5.0,-6.0,-11.0
-19,-7.0,-4.0,-12.0
-21,-9.0,-2.0,-11.0
-24,-7.0,-1.0,-11.0
-22,-1.0,-6.0,-6.0
-15,12.0,-11.0,-10.0
-21,16.0,-3.0,-10.0
-17,4.0,5.0,-7.0
-14,-2.0,7.0,-6.0
-15,-9.0,9.0,-14.0
-13,-1.0,7.0,-13.0
-14,17.0,-3.0,-12.0
-12,29.0,-2.0,-14.0
-18,30.0,-6.0,-8.0
-18,21.0,-2.0,-6.0
-17,9.0,-4.0,-9.0
-15,5.0,-4.0,-13.0
-19,13.0,-4.0,-13.0
-17,25.0,-4.0,-12.0
-19,26.0,-2.0,-8.0
-21,14.0,-3.0,-6.0
-20,-5.0,3.0,-5.0
-23,-12.0,3.0,-8.0
-20,-3.0,3.0,-11.0
-17,3.0,1.0,-11.0
-13,1.0,1.0,-14.0
-16,-11.0,2.0,-10.0
-20,-1.0,0.0,-4.0
-18,8.0,0.0,-4.0
-16,17.0,0.0,-3.0
-16,6.0,0.0,-7.0
-15,-16.0,0.0,-8.0
-20,-24.0,5.0,-11.0
-19,-24.0,4.0,-8.0
-20,-2.0,6.0,-7.0
-20,15.0,2.0,-5.0
-14,16.0,3.0,-9.0
-19,0.0,3.0,-17.0
-23,-15.0,-3.0,-8.0
-20,-8.0,-2.0,-11.0
-18,3.0,-6.0,-14.0
-13,5.0,-2.0,-10.0
-10,3.0,-2.0,-13.0
-16,1.0,-1.0,-16.0
-18,4.0,-3.0,-15.0
-15,9.0,-10.0,-13.0
-16,18.0,-9.0,-15.0
-13,19.0,-4.0,-16.0
-12,13.0,-2.0,-12.0
-6,0.0,-2.0,-10.0
-2,-8.0,-3.0,-10.0
-9,-1.0,-5.0,-12.0
-7,9.0,-5.0,-19.0
-9,8.0,-9.0,-18.0
-8,-2.0,-7.0,-18.0
-4,-8.0,-10.0,-15.0
-1,-3.0,-9.0,-18.0
2,12.0,-2.0,-20.0
0,17.0,2.0,-16.0
-2,10.0,-2.0,-14.0
-9,-9.0,-8.0,-7.0
-5,-23.0,-9.0,-13.0
-5,-25.0,-8.0,-17.0
-7,-11.0,-7.0,-17.0
-3,7.0,-6.0,-19.0
-6,13.0,-5.0,-14.0
-11,6.0,-9.0,-15.0
-13,-7.0,-4.0,-15.0
-10,-22.0,-7.0,-17.0
-11,-21.0,-6.0,-19.0
-1,-4.0,3.0,-12.0
0,9.0,3.0,-13.0
-3,10.0,3.0,-14.0
-3,3.0,-3.0,-14.0
-1,-4.0,3.0,-16.0
1,-8.0,1.0,-17.0
-2,7.0,2.0,-16.0
-1,16.0,1.0,-15.0
-6,18.0,0.0,-18.0
-4,16.0,6.0,-18.0
-6,12.0,1.0,-18.0
2,8.0,-2.0,-18.0
4,3.0,-5.0,-14.0
3,2.0,-4.0,-13.0
1,8.0,-3.0,-17.0
-3,17.0,1.0,-16.0
2,15.0,-3.0,-10.0
-3,10.0,1.0,-16.0
-2,12.0,-3.0,-18.0
-1,22.0,-6.0,-17.0
1,23.0,-4.0,-18.0
-1,20.0,-2.0,-11.0
2,13.0,2.0,-15.0
-1,12.0,-1.0,-18.0
-3,13.0,0.0,-13.0
1,13.0,0.0,-19.0
-2,15.0,3.0,-19.0
-1,15.0,0.0,-14.0
2,15.0,-12.0,-13.0
4,15.0,-17.0,-15.0
4,15.0,-8.0,-16.0
0,14.0,-2.0,-12.0
-3,13.0,0.0,-9.0
-2,18.0,0.0,-10.0
1,23.0,1.0,-16.0
3,10.0,-6.0,-18.0
4,-6.0,-3.0,-19.0
6,-12.0,7.0,-20.0
4,-3.0,15.0,-18.0
4,2.0,20.0,-13.0
-1,7.0,9.0,-3.0
3,15.0,-3.0,-12.0
4,11.0,-4.0,-14.0
3,7.0,-7.0,-13.0
3,-4.0,1.0,-11.0
-1,-5.0,6.0,-10.0
-1,4.0,-1.0,-15.0
1,6.0,4.0,-12.0
5,14.0,-1.0,-11.0
7,18.0,-1.0,-10.0
0,19.0,1.0,-7.0
3,19.0,7.0,-2.0
2,9.0,-6.0,-5.0
0,5.0,-12.0,-8.0
1,3.0,-9.0,-13.0
-2,-1.0,-9.0,-16.0
1,9.0,-3.0,-13.0
-1,26.0,-3.0,-9.0
4,44.0,3.0,0.0
7,43.0,3.0,-1.0
3,22.0,0.0,-6.0
5,-1.0,-2.0,-14.0
11,-9.0,-1.0,-16.0
3,4.0,-3.0,-12.0
5,28.0,2.0,-12.0
4,35.0,3.0,-10.0
-1,22.0,4.0,-10.0
0,0.0,6.0,-12.0
0,-17.0,7.0,-19.0
3,-14.0,3.0,-11.0
1,5.0,1.0,-7.0
3,14.0,1.0,-8.0
-4,9.0,5.0,-8.0
-2,0.0,5.0,-11.0
-1,-16.0,3.0,-13.0
-5,-17.0,3.0,-15.0
-2,-10.0,1.0,-14.0
5,3.0,3.0,-13.0
2,11.0,6.0,-9.0
2,9.0,7.0,-7.0
5,3.0,1.0,-4.0
3,-3.0,6.0,-3.0
2,1.0,7.0,-5.0
7,11.0,4.0,-12.0
11,19.0,9.0,-12.0
10,10.0,10.0,-11.0
12,4.0,11.0,-5.0
8,3.0,9.0,-4.0
3,9.0,5.0,-1.0
-1,21.0,12.0,-4.0
-2,24.0,10.0,-12.0
-2,20.0,4.0,-8.0
-1,16.0,1.0,-8.0
1,23.0,2.0,-10.0
3,27.0,9.0,-11.0
-1,22.0,5.0,-12.0
-1,15.0,3.0,-14.0
-1,9.0,4.0,-4.0
-1,7.0,3.0,-2.0
-4,-1.0,2.0,0.0
0,0.0,3.0,0.0
2,5.0,11.0,-3.0
1,13.0,7.0,-3.0
1,19.0,0.0,-11.0
-3,20.0,-5.0,-10.0
-1,21.0,-3.0,-11.0
-5,16.0,1.0,-10.0
-2,14.0,3.0,-7.0
0,9.0,7.0,-8.0
1,5.0,7.0,-6.0
-2,8.0,1.0,-7.0
-5,14.0,-7.0,-10.0
-6,21.0,-2.0,-8.0
-6,23.0,4.0,-15.0
-3,28.0,2.0,-11.0
-2,23.0,-2.0,-8.0
-2,10.0,-2.0,-11.0
3,-1.0,0.0,-3.0
11,-8.0,-1.0,-8.0
11,5.0,3.0,-9.0
8,16.0,8.0,-7.0
7,20.0,7.0,-3.0
0,10.0,2.0,-5.0
-1,1.0,-2.0,-8.0
-1,-2.0,0.0,-6.0
2,3.0,-2.0,-11.0
9,12.0,9.0,-15.0
6,18.0,10.0,-12.0
9,10.0,8.0,-11.0
6,-9.0,7.0,-9.0
3,-16.0,7.0,-9.0
1,-5.0,5.0,-12.0
0,18.0,6.0,-13.0
2,33.0,14.0,-17.0
3,42.0,7.0,-20.0
3,31.0,7.0,-19.0
4,10.0,8.0,-14.0
3,0.0,7.0,-17.0
-4,5.0,12.0,-22.0
-5,12.0,12.0,-22.0
-1,20.0,6.0,-17.0
0,35.0,4.0,-12.0
2,38.0,2.0,-12.0
13,32.0,7.0,-8.0
11,21.0,8.0,-15.0
7,8.0,12.0,-14.0
3,-1.0,10.0,-15.0
3,-4.0,7.0,-8.0
7,3.0,2.0,-1.0
4,16.0,3.0,-5.0
5,29.0,1.0,-9.0
5,19.0,6.0,-12.0
4,-6.0,8.0,-10.0
9,-16.0,5.0,-11.0
11,-19.0,2.0,-9.0
12,-3.0,-7.0,-6.0
5,18.0,3.0,-2.0
1,16.0,5.0,-1.0
3,-9.0,5.0,-3.0
6,-25.0,6.0,0.0
8,-21.0,4.0,2.0
3,3.0,0.0,-2.0
4,29.0,0.0,-2.0
-2,29.0,3.0,-9.0
0,8.0,4.0,-9.0
-2,-15.0,4.0,-8.0
-2,-15.0,-1.0,-10.0
4,1.0,1.0,-8.0
0,17.0,0.0,-10.0
-1,20.0,-2.0,-10.0
1,21.0,-1.0,-2.0
3,13.0,-5.0,-6.0
2,18.0,2.0,-5.0
5,20.0,5.0,-6.0
6,-1.0,6.0,-12.0
6,-16.0,8.0,-10.0
9,-21.0,0.0,-12.0
5,-7.0,0.0,-18.0
2,10.0,2.0,-14.0
0,12.0,11.0,-10.0
-1,1.0,13.0,-13.0
0,-16.0,7.0,-10.0
-4,-17.0,-1.0,-15.0
0,-8.0,-1.0,-13.0
1,1.0,2.0,-10.0
-1,9.0,-1.0,-13.0
1,3.0,2.0,-12.0
1,-14.0,6.0,-6.0
-2,-16.0,6.0,-9.0
0,2.0,-2.0,-10.0
-2,17.0,0.0,-11.0
-2,18.0,2.0,-11.0
-5,8.0,6.0,-10.0
-1,-4.0,4.0,-13.0
4,-6.0,-2.0,-14.0
4,3.0,-4.0,-16.0
6,4.0,-1.0,-17.0
1,1.0,2.0,-20.0
-4,-3.0,-5.0,-17.0
-6,6.0,-9.0,-19.0
-2,16.0,-6.0,-15.0
-4,18.0,-1.0,-11.0
0,6.0,5.0,-13.0
3,-14.0,0.0,-16.0
2,-17.0,-5.0,-17.0
2,-5.0,-4.0,-18.0
6,14.0,1.0,-16.0
4,29.0,6.0,-19.0
2,26.0,0.0,-15.0
0,10.0,-4.0,-11.0
2,-2.0,-8.0,-14.0
4,-4.0,-7.0,-10.0
-1,8.0,-6.0,-16.0
1,12.0,-6.0,-14.0
3,12.0,-4.0,-19.0
4,8.0,-10.0,-19.0
4,10.0,-11.0,-14.0
3,18.0,-15.0,-12.0
2,19.0,-14.0,-11.0
-3,14.0,-11.0,-13.0
-1,1.0,-12.0,-9.0
0,6.0,-5.0,-16.0
1,7.0,-8.0,-16.0
0,10.0,-6.0,-11.0
-4,6.0,-5.0,-14.0
0,3.0,-13.0,-12.0
4,1.0,-17.0,-10.0
11,0.0,-10.0,-7.0
5,11.0,-11.0,-7.0
0,14.0,-9.0,-14.0
-4,8.0,-1.0,-14.0
-4,-2.0,-7.0,-11.0
-4,-4.0,-4.0,-11.0
2,-6.0,-2.0,-13.0
3,-7.0,-3.0,-14.0
-1,-6.0,-5.0,-10.0
0,-4.0,-3.0,-9.0
6,-1.0,-5.0,-10.0
11,-2.0,-8.0,-10.0
11,-8.0,-6.0,-7.0
9,-8.0,-6.0,-11.0
2,-6.0,-6.0,-10.0
1,1.0,-1.0,-10.0
3,8.0,4.0,-8.0
7,7.0,2.0,-4.0
4,0.0,3.0,-3.0
8,-8.0,2.0,-7.0
5,-5.0,-1.0,-12.0
10,10.0,0.0,-7.0
7,21.0,-1.0,-5.0
4,18.0,0.0,-8.0
0,9.0,2.0,-9.0
0,-1.0,2.0,-9.0
3,-6.0,-1.0,-12.0
1,-3.0,-1.0,-7.0
6,9.0,2.0,-7.0
4,15.0,-1.0,-3.0
3,15.0,1.0,-3.0
-1,11.0,4.0,-7.0
10,1.0,4.0,-4.0
10,-4.0,2.0,-3.0
12,-4.0,0.0,-5.0
17,-1.0,2.0,-6.0
18,3.0,0.0,-8.0
17,0.0,1.0,-14.0
18,9.0,3.0,-15.0
16,15.0,-2.0,-16.0
16,7.0,-1.0,-7.0
21,-3.0,-2.0,-5.0
19,0.0,2.0,-8.0
17,7.0,-5.0,-7.0
14,9.0,0.0,-8.0
12,-3.0,2.0,-9.0
10,-18.0,0.0,-11.0
9,-20.0,7.0,-12.0
7,-8.0,8.0,-11.0
9,10.0,10.0,-9.0
10,12.0,5.0,-10.0
12,9.0,7.0,-17.0
12,-6.0,2.0,-14.0
17,-12.0,7.0,-12.0
18,-12.0,7.0,-6.0
14,-7.0,3.0,-11.0
7,-1.0,1.0,-11.0
8,3.0,3.0,-5.0
15,3.0,7.0,-13.0
18,-1.0,4.0,-15.0
17,0.0,-4.0,-16.0
16,4.0,-2.0,-14.0
12,-3.0,0.0,-21.0
9,-10.0,2.0,-16.0
10,-16.0,9.0,-13.0
14,-11.0,10.0,-12.0
23,9.0,9.0,-13.0
20,15.0,2.0,-13.0
14,18.0,7.0,-17.0
13,14.0,6.0,-15.0
15,15.0,7.0,-7.0
16,19.0,11.0,-8.0
13,15.0,14.0,-8.0
10,8.0,7.0,-9.0
6,2.0,5.0,-7.0
8,-1.0,7.0,-6.0
12,4.0,5.0,-8.0
10,15.0,6.0,-12.0
9,17.0,8.0,-13.0
11,12.0,10.0,-11.0
9,4.0,7.0,-12.0
8,1.0,9.0,-11.0
8,3.0,8.0,-9.0
5,8.0,8.0,-10.0
6,5.0,7.0,-8.0
6,-9.0,6.0,-13.0
7,-12.0,5.0,-12.0
11,-5.0,2.0,-12.0
8,1.0,0.0,-10.0
9,5.0,2.0,-6.0
9,3.0,1.0,-6.0
8,-5.0,4.0,-4.0
5,-13.0,4.0,-6.0
0,-6.0,4.0,-4.0
3,5.0,6.0,-1.0
11,11.0,6.0,1.0
13,7.0,6.0,1.0
15,-4.0,2.0,-1.0
20,-10.0,3.0,-8.0
22,-7.0,4.0,-9.0
21,3.0,7.0,-9.0
19,8.0,3.0,-11.0
19,4.0,3.0,-8.0
15,-2.0,5.0,-7.0
16,-1.0,9.0,-3.0
11,8.0,6.0,-3.0
9,11.0,3.0,-9.0
15,4.0,1.0,-8.0
14,-15.0,3.0,-8.0
18,-18.0,0.0,-7.0
15,-3.0,2.0,-5.0
13,18.0,7.0,-9.0
13,23.0,7.0,-9.0
8,9.0,9.0,-8.0
14,-1.0,1.0,-2.0
16,-17.0,3.0,2.0
15,-15.0,7.0,2.0
12,1.0,6.0,3.0
10,15.0,5.0,4.0
9,16.0,10.0,1.0
11,2.0,8.0,2.0
24,-5.0,2.0,-1.0
27,0.0,1.0,3.0
20,14.0,1.0,7.0
14,22.0,5.0,13.0
11,6.0,5.0,9.0
18,-8.0,4.0,4.0
14,-16.0,0.0,3.0
15,-7.0,-1.0,-3.0
17,7.0,-3.0,-2.0
17,11.0,-2.0,1.0
24,11.0,1.0,4.0
22,1.0,2.0,0.0
20,-1.0,2.0,-4.0
16,6.0,1.0,-2.0
15,14.0,-3.0,2.0
14,9.0,1.0,-7.0
12,-2.0,2.0,-9.0
16,-4.0,2.0,-8.0
12,3.0,5.0,-5.0
10,14.0,0.0,-4.0
13,31.0,4.0,-3.0
20,29.0,1.0,-2.0
20,13.0,3.0,-10.0
15,-2.0,4.0,-6.0
12,-13.0,5.0,-6.0
12,-1.0,7.0,-10.0
20,20.0,9.0,-9.0
22,32.0,4.0,-6.0
22,22.0,5.0,-4.0
16,6.0,6.0,-2.0
13,4.0,3.0,-2.0
12,15.0,3.0,2.0
15,25.0,7.0,2.0
19,13.0,4.0,-5.0
19,2.0,-1.0,-7.0
19,1.0,4.0,-6.0
17,9.0,0.0,-7.0
20,18.0,0.0,-8.0
15,19.0,-7.0,-5.0
17,10.0,-7.0,-1.0
15,-5.0,-3.0,-1.0
8,-3.0,-4.0,-2.0
5,7.0,-3.0,2.0
7,16.0,-4.0,0.0
9,17.0,-6.0,0.0
11,4.0,-2.0,-2.0
15,-6.0,-1.0,-5.0
11,-11.0,-3.0,-2.0
13,-8.0,0.0,2.0
9,5.0,-2.0,7.0
6,22.0,-7.0,5.0
11,31.0,-9.0,6.0
14,25.0,-3.0,3.0
14,12.0,-1.0,4.0
13,-1.0,-2.0,4.0
12,0.0,-5.0,1.0
12,8.0,-5.0,5.0
9,7.0,-3.0,4.0
10,8.0,-5.0,6.0
10,14.0,-7.0,4.0
11,24.0,-2.0,1.0
9,21.0,-4.0,-5.0
11,16.0,-3.0,-4.0
12,12.0,-6.0,-3.0
9,3.0,-9.0,-3.0
9,3.0,-5.0,-1.0
9,6.0,-3.0,-2.0
13,13.0,-3.0,-4.0
9,20.0,-3.0,0.0
9,23.0,-3.0,-2.0
8,17.0,-6.0,-7.0
6,10.0,-4.0,-5.0
1,12.0,-4.0,-5.0
-1,14.0,-3.0,-3.0
4,16.0,-4.0,-9.0
5,12.0,-2.0,-15.0
8,-1.0,-2.0,-11.0
5,-4.0,-4.0,-11.0
4,3.0,-7.0,-12.0
6,13.0,-9.0,-9.0
7,15.0,-9.0,-9.0
10,-1.0,-3.0,-7.0
8,-6.0,-5.0,-2.0
8,1.0,-9.0,3.0
7,5.0,-6.0,1.0
12,9.0,-8.0,-3.0
18,-1.0,-6.0,-8.0
13,-8.0,-11.0,-3.0
11,-7.0,-13.0,1.0
10,4.0,-6.0,2.0
13,5.0,-4.0,3.0
15,5.0,-5.0,-1.0
9,0.0,-7.0,-4.0
9,-2.0,-13.0,-5.0
7,7.0,-18.0,-2.0
3,7.0,-18.0,3.0
8,6.0,-17.0,2.0
8,-1.0,-16.0,-4.0
5,-8.0,-12.0,1.0
6,-13.0,-14.0,3.0
4,-6.0,-14.0,4.0
6,10.0,-9.0,5.0
2,23.0,-9.0,-1.0
5,26.0,-4.0,-4.0
7,17.0,-8.0,-4.0
9,5.0,-9.0,-3.0
7,0.0,-10.0,2.0
0,-3.0,-10.0,2.0
3,3.0,-10.0,1.0
7,19.0,-12.0,-1.0
9,18.0,-9.0,-1.0
6,21.0,-11.0,0.0
5,21.0,-13.0,0.0
6,21.0,-16.0,-1.0
7,16.0,-16.0,-3.0
8,0.0,-15.0,-2.0
6,-10.0,-8.0,-5.0
-3,-2.0,-2.0,-8.0
-3,11.0,-5.0,-5.0
0,22.0,-14.0,-3.0
-5,15.0,-17.0,-3.0
-4,3.0,-18.0,-6.0
0,-6.0,-12.0,-7.0
-1,5.0,-12.0,-8.0
-3,27.0,-13.0,-8.0
-4,35.0,-11.0,-4.0
-4,20.0,-15.0,-6.0
-2,-5.0,-17.0,-5.0
-4,-11.0,-17.0,-1.0
-1,0.0,-15.0,-4.0
-1,23.0,-15.0,-4.0
-3,29.0,-12.0,-9.0
-4,16.0,-10.0,-8.0
-4,-3.0,-10.0,-4.0
-5,-11.0,-11.0,-5.0
-5,1.0,-12.0,-5.0
-4,13.0,-15.0,-4.0
-3,17.0,-15.0,1.0
-3,8.0,-13.0,5.0
-4,-1.0,-6.0,5.0
-8,4.0,-7.0,6.0
-9,5.0,-15.0,0.0
-3,8.0,-13.0,-5.0
-4,-3.0,-15.0,-1.0
-5,-5.0,-18.0,0.0
-1,-4.0,-16.0,1.0
-4,8.0,-9.0,-2.0
-4,24.0,-13.0,2.0
-3,19.0,-15.0,4.0
0,12.0,-11.0,2.0
2,-3.0,-10.0,0.0
