a0003,a0004,a0005,a0006
57,92.0,2.0,-61.0
61,104.0,21.0,-60.0
74,59.0,27.0,-40.0
37,39.0,-2.0,-36.0
15,105.0,11.0,-3.0
39,119.0,52.0,9.0
62,119.0,120.0,-14.0
38,142.0,121.0,-28.0
41,166.0,112.0,-80.0
28,111.0,65.0,-61.0
35,148.0,94.0,-38.0
64,161.0,99.0,10.0
41,58.0,152.0,-22.0
24,110.0,155.0,-60.0
-9,69.0,98.0,-5.0
46,92.0,140.0,-27.0
53,93.0,134.0,-3.0
53,-2.0,133.0,-8.0
45,-21.0,113.0,-14.0
-2,40.0,124.0,-34.0
-43,25.0,151.0,-20.0
-34,-6.0,144.0,-4.0
2,33.0,118.0,-29.0
20,35.0,153.0,-10.0
67,75.0,167.0,-10.0
56,91.0,167.0,13.0
65,116.0,194.0,19.0
76,109.0,192.0,64.0
50,77.0,182.0,7.0
22,64.0,199.0,-10.0
33,86.0,233.0,-5.0
-12,47.0,214.0,-57.0
37,21.0,197.0,-25.0
28,15.0,216.0,-40.0
5,22.0,239.0,-30.0
31,-18.0,234.0,-3.0
45,-41.0,263.0,-15.0
79,13.0,275.0,-11.0
40,40.0,282.0,11.0
79,-20.0,259.0,-4.0
73,8.0,257.0,21.0
70,74.0,268.0,19.0
104,17.0,276.0,-2.0
127,62.0,269.0,13.0
125,77.0,264.0,35.0
134,60.0,311.0,28.0
115,97.0,322.0,12.0
100,82.0,313.0,7.0
139,39.0,283.0,31.0
111,45.0,273.0,43.0
126,46.0,241.0,61.0
147,27.0,227.0,72.0
164,40.0,175.0,45.0
130,47.0,168.0,69.0
131,26.0,170.0,65.0
201,-19.0,176.0,101.0
190,-25.0,221.0,81.0
160,0.0,150.0,91.0
167,-41.0,121.0,79.0
214,1.0,125.0,48.0
215,-13.0,126.0,84.0
208,-23.0,140.0,65.0
213,19.0,166.0,89.0
216,-2.0,143.0,93.0
194,-15.0,99.0,90.0
181,36.0,93.0,101.0
160,62.0,91.0,104.0
167,22.0,84.0,102.0
189,78.0,93.0,113.0
198,108.0,124.0,87.0
206,99.0,109.0,95.0
232,96.0,99.0,98.0
209,70.0,94.0,103.0
183,48.0,80.0,130.0
209,84.0,57.0,121.0
185,80.0,44.0,124.0
223,54.0,64.0,137.0
173,59.0,61.0,124.0
163,65.0,70.0,107.0
198,24.0,39.0,124.0
156,1.0,24.0,137.0
140,39.0,46.0,158.0
146,6.0,43.0,163.0
165,44.0,107.0,151.0
137,62.0,63.0,149.0
142,14.0,58.0,147.0
159,6.0,73.0,88.0
141,9.0,65.0,116.0
132,0.0,75.0,117.0
125,-31.0,83.0,127.0
107,-24.0,34.0,160.0
127,-22.0,-8.0,108.0
123,-26.0,29.0,138.0
117,-15.0,36.0,147.0
87,-58.0,26.0,157.0
53,-39.0,-18.0,178.0
65,-53.0,9.0,172.0
73,-94.0,8.0,174.0
67,-47.0,-25.0,182.0
79,-49.0,-31.0,146.0
140,-56.0,-15.0,136.0
142,-41.0,-45.0,160.0
146,-9.0,-37.0,128.0
144,-67.0,8.0,79.0
122,-48.0,33.0,114.0
127,-74.0,23.0,136.0
129,-103.0,-13.0,171.0
135,-76.0,-35.0,203.0
129,-79.0,-33.0,145.0
88,-52.0,-27.0,160.0
81,-60.0,20.0,183.0
68,-57.0,4.0,203.0
49,-62.0,6.0,157.0
107,-5.0,30.0,222.0
117,-24.0,-8.0,269.0
87,-9.0,55.0,250.0
72,11.0,-43.0,222.0
95,-9.0,-86.0,157.0
120,1.0,84.0,209.0
100,-7.0,74.0,219.0
80,9.0,17.0,239.0
66,-2.0,18.0,208.0
57,20.0,-94.0,216.0
58,38.0,10.0,242.0
107,-7.0,11.0,202.0
58,-9.0,-68.0,250.0
51,-48.0,1.0,230.0
43,-82.0,-80.0,199.0
-11,-95.0,-18.0,186.0
64,-112.0,57.0,168.0
59,-124.0,-25.0,144.0
93,-117.0,10.0,176.0
67,-160.0,-13.0,185.0
22,-230.0,-65.0,142.0
39,-161.0,-32.0,184.0
44,-161.0,-71.0,209.0
47,-191.0,-89.0,228.0
-3,-127.0,-99.0,219.0
18,-84.0,-72.0,225.0
-6,-108.0,24.0,255.0
22,-79.0,-18.0,235.0
49,-74.0,-56.0,203.0
23,-112.0,14.0,243.0
16,-77.0,-17.0,221.0
23,-31.0,3.0,236.0
-27,-90.0,3.0,215.0
-66,-114.0,-17.0,162.0
-61,-70.0,25.0,160.0
-67,-66.0,13.0,150.0
-21,-91.0,-18.0,150.0
-75,-68.0,-22.0,128.0
-88,-53.0,-102.0,135.0
-42,-74.0,-74.0,136.0
-22,-86.0,-51.0,166.0
-79,-103.0,-70.0,133.0
-51,-160.0,-44.0,163.0
-55,-123.0,-80.0,151.0
-78,-112.0,-39.0,181.0
-33,-145.0,-52.0,204.0
-76,-159.0,-82.0,177.0
-40,-224.0,-88.0,166.0
-69,-250.0,-78.0,106.0
-69,-256.0,-74.0,119.0
-49,-244.0,-29.0,142.0
-71,-290.0,-47.0,125.0
-42,-270.0,-47.0,120.0
-46,-303.0,-8.0,114.0
-51,-275.0,-21.0,76.0
-33,-291.0,-12.0,68.0
-55,-239.0,-15.0,-7.0
-50,-225.0,-10.0,7.0
-57,-219.0,-23.0,25.0
-66,-156.0,-1.0,34.0
-31,-139.0,-4.0,52.0
-49,-81.0,-3.0,9.0
-32,-19.0,-11.0,28.0
-63,-15.0,-3.0,51.0
-30,-101.0,-9.0,21.0
12,-58.0,-44.0,27.0
13,-60.0,-68.0,59.0
-29,-65.0,-102.0,48.0
-45,-23.0,-97.0,68.0
-30,28.0,-89.0,51.0
-43,4.0,-117.0,71.0
-31,11.0,-103.0,73.0
-66,34.0,-101.0,59.0
-61,-15.0,-140.0,53.0
-53,-40.0,-139.0,50.0
-49,-38.0,-156.0,59.0
-76,-48.0,-131.0,34.0
-41,-27.0,-183.0,43.0
-18,-23.0,-136.0,70.0
-35,-39.0,-124.0,43.0
-73,-68.0,-184.0,3.0
-42,-44.0,-152.0,40.0
-53,-15.0,-166.0,-34.0
-73,-68.0,-181.0,1.0
-51,-56.0,-185.0,33.0
-75,-71.0,-133.0,-1.0
-84,-131.0,-166.0,23.0
-77,-51.0,-200.0,8.0
-54,-51.0,-195.0,11.0
-66,-44.0,-201.0,5.0
-109,64.0,-149.0,37.0
-124,76.0,-123.0,32.0
-63,34.0,-168.0,41.0
-133,62.0,-180.0,8.0
-150,112.0,-167.0,21.0
-148,106.0,-135.0,71.0
-158,152.0,-123.0,7.0
-152,104.0,-142.0,14.0
-131,101.0,-155.0,20.0
-165,139.0,-143.0,-37.0
-153,148.0,-175.0,-44.0
-107,112.0,-215.0,-48.0
-145,124.0,-166.0,-14.0
-151,124.0,-157.0,18.0
-82,99.0,-186.0,38.0
-111,124.0,-191.0,26.0
-168,93.0,-198.0,-6.0
-156,79.0,-210.0,30.0
-173,93.0,-226.0,34.0
-178,102.0,-190.0,-13.0
-228,125.0,-175.0,-4.0
-187,95.0,-208.0,-9.0
-201,81.0,-199.0,-1.0
-205,143.0,-227.0,25.0
-218,147.0,-187.0,-58.0
-217,148.0,-171.0,-53.0
-184,93.0,-149.0,-62.0
-189,129.0,-137.0,-54.0
-231,157.0,-162.0,-62.0
-262,131.0,-206.0,-3.0
-239,53.0,-146.0,25.0
-233,47.0,-108.0,6.0
-225,70.0,-143.0,9.0
-246,47.0,-86.0,-33.0
-250,70.0,-103.0,-10.0
-218,38.0,-70.0,-31.0
-213,64.0,-82.0,-28.0
-197,48.0,-77.0,-27.0
-205,90.0,-49.0,-13.0
-204,95.0,-59.0,14.0
-200,127.0,-85.0,64.0
-210,110.0,-81.0,47.0
-150,108.0,-84.0,56.0
-171,91.0,-81.0,48.0
-181,82.0,-109.0,24.0
-160,124.0,-116.0,16.0
-160,66.0,-82.0,36.0
-185,114.0,-107.0,21.0
-242,112.0,-131.0,18.0
-246,90.0,-151.0,24.0
-222,35.0,-77.0,15.0
-185,36.0,-95.0,39.0
-179,7.0,-74.0,21.0
-214,52.0,-81.0,28.0
-166,42.0,-90.0,-33.0
-137,47.0,-103.0,-25.0
-154,72.0,-68.0,0.0
-141,6.0,-44.0,-27.0
-121,43.0,-117.0,-34.0
-124,14.0,-54.0,-2.0
-140,64.0,-51.0,-29.0
-110,33.0,-32.0,-28.0
-135,46.0,-38.0,2.0
-152,72.0,-15.0,-1.0
-100,66.0,-58.0,24.0
-75,64.0,-43.0,36.0
-78,90.0,0.0,-18.0
-85,102.0,-45.0,-25.0
-29,97.0,-13.0,-71.0
-11,130.0,1.0,-90.0
-63,121.0,-8.0,-68.0
-32,129.0,-11.0,-61.0
-47,143.0,48.0,-62.0
-40,164.0,73.0,-73.0
0,166.0,65.0,-55.0
6,187.0,70.0,-75.0
-18,204.0,55.0,-77.0
-46,230.0,32.0,-85.0
-29,263.0,42.0,-51.0
-43,268.0,12.0,-82.0
-71,264.0,16.0,-92.0
-99,258.0,-3.0,-53.0
-113,239.0,-32.0,-65.0
-138,297.0,2.0,-96.0
-97,295.0,-42.0,-161.0
-73,337.0,11.0,-156.0
-60,290.0,35.0,-143.0
-71,284.0,6.0,-143.0
-90,273.0,30.0,-111.0
-32,236.0,13.0,-131.0
-46,220.0,-24.0,-154.0
-81,218.0,-28.0,-176.0
-52,292.0,-36.0,-171.0
3,246.0,-25.0,-109.0
-38,261.0,-4.0,-108.0
-32,236.0,-21.0,-128.0
-31,224.0,2.0,-73.0
-68,220.0,-3.0,-90.0
-58,198.0,44.0,-139.0
-52,208.0,44.0,-139.0
-42,219.0,17.0,-112.0
-19,206.0,20.0,-148.0
12,271.0,65.0,-162.0
-42,296.0,92.0,-113.0
-48,284.0,83.0,-119.0
-24,281.0,80.0,-117.0
-24,265.0,41.0,-184.0
-40,271.0,44.0,-188.0
0,276.0,47.0,-186.0
21,273.0,14.0,-173.0
11,278.0,-10.0,-109.0
11,259.0,-8.0,-93.0
38,242.0,-15.0,-112.0
63,242.0,25.0,-130.0
24,213.0,12.0,-151.0
36,213.0,1.0,-188.0
30,251.0,42.0,-155.0
30,259.0,16.0,-132.0
46,261.0,5.0,-115.0
69,254.0,97.0,-118.0
103,245.0,66.0,-177.0
109,209.0,39.0,-140.0
48,157.0,64.0,-94.0
54,160.0,82.0,-107.0
66,164.0,137.0,-84.0
48,135.0,92.0,-133.0
48,95.0,120.0,-102.0
42,104.0,121.0,-95.0
50,62.0,102.0,-106.0
26,77.0,125.0,-64.0
64,43.0,150.0,-72.0
98,26.0,152.0,-44.0
102,45.0,163.0,-16.0
110,36.0,174.0,15.0
97,69.0,154.0,-7.0
112,77.0,197.0,18.0
89,85.0,196.0,89.0
76,99.0,213.0,21.0
97,93.0,212.0,7.0
104,69.0,222.0,15.0
135,84.0,225.0,-14.0
85,110.0,209.0,33.0
88,68.0,240.0,36.0
99,56.0,238.0,1.0
125,43.0,268.0,21.0
97,69.0,251.0,64.0
61,78.0,251.0,5.0
58,28.0,285.0,73.0
30,45.0,277.0,49.0
56,67.0,273.0,16.0
52,93.0,210.0,68.0
65,62.0,185.0,37.0
89,25.0,179.0,38.0
118,45.0,159.0,82.0
85,118.0,131.0,121.0
98,61.0,120.0,110.0
93,73.0,133.0,107.0
89,65.0,116.0,92.0
94,60.0,143.0,113.0
125,87.0,163.0,131.0
156,111.0,174.0,149.0
92,87.0,164.0,138.0
87,77.0,169.0,153.0
141,56.0,168.0,97.0
135,33.0,127.0,96.0
147,105.0,131.0,100.0
123,65.0,132.0,143.0
72,108.0,113.0,139.0
130,116.0,146.0,97.0
101,92.0,164.0,134.0
147,65.0,224.0,112.0
184,70.0,236.0,163.0
165,66.0,183.0,170.0
187,110.0,216.0,171.0
134,79.0,205.0,187.0
162,32.0,224.0,229.0
188,83.0,218.0,188.0
141,96.0,153.0,193.0
153,72.0,175.0,160.0
170,52.0,140.0,135.0
223,28.0,115.0,142.0
184,-34.0,179.0,120.0
184,-26.0,203.0,157.0
209,-6.0,211.0,144.0
194,22.0,208.0,112.0
185,-19.0,141.0,156.0
203,-72.0,136.0,145.0
209,-72.0,171.0,93.0
149,-11.0,141.0,144.0
180,1.0,182.0,143.0
177,-26.0,119.0,141.0
182,-28.0,120.0,152.0
214,-52.0,126.0,133.0
217,-14.0,110.0,122.0
211,-6.0,160.0,159.0
200,11.0,140.0,119.0
189,25.0,139.0,127.0
187,34.0,171.0,93.0
165,42.0,174.0,60.0
176,9.0,161.0,87.0
175,11.0,119.0,54.0
178,-3.0,98.0,114.0
179,32.0,95.0,147.0
199,46.0,73.0,129.0
195,52.0,143.0,141.0
162,-3.0,48.0,116.0
184,-18.0,25.0,132.0
123,-5.0,51.0,180.0
163,3.0,76.0,140.0
126,64.0,78.0,137.0
126,17.0,81.0,139.0
128,34.0,153.0,134.0
80,-7.0,104.0,129.0
81,-33.0,80.0,143.0
62,-28.0,107.0,167.0
108,-96.0,84.0,166.0
65,-79.0,57.0,161.0
91,-47.0,54.0,146.0
78,-52.0,49.0,137.0
52,-35.0,45.0,136.0
50,-35.0,58.0,141.0
60,15.0,60.0,127.0
71,-20.0,29.0,181.0
72,-22.0,63.0,202.0
87,-38.0,45.0,164.0
96,-5.0,59.0,203.0
72,46.0,23.0,247.0
3,-33.0,30.0,242.0
-46,-20.0,54.0,199.0
-30,24.0,59.0,228.0
-21,2.0,36.0,231.0
-37,-32.0,46.0,187.0
-52,7.0,23.0,183.0
-34,-54.0,-9.0,207.0
19,-29.0,40.0,204.0
-28,15.0,48.0,187.0
26,25.0,73.0,235.0
8,15.0,20.0,235.0
-6,-9.0,2.0,247.0
-7,-6.0,-4.0,269.0
3,-18.0,-12.0,236.0
4,-53.0,-3.0,231.0
-6,-53.0,15.0,249.0
43,-71.0,-51.0,242.0
-38,-112.0,-19.0,225.0
-30,-130.0,0.0,221.0
22,-110.0,22.0,269.0
14,-134.0,13.0,244.0
2,-143.0,11.0,205.0
34,-108.0,52.0,227.0
11,-158.0,19.0,212.0
3,-160.0,44.0,241.0
-5,-160.0,60.0,265.0
-10,-178.0,73.0,249.0
-18,-238.0,69.0,254.0
-29,-204.0,57.0,238.0
-23,-156.0,-7.0,213.0
-33,-136.0,25.0,235.0
-23,-110.0,21.0,241.0
-36,-98.0,46.0,272.0
-5,-106.0,47.0,255.0
-57,-61.0,24.0,222.0
-65,-110.0,45.0,220.0
-62,-74.0,-3.0,227.0
-66,-15.0,22.0,226.0
-41,-8.0,9.0,205.0
-89,-13.0,-28.0,220.0
-107,-64.0,-3.0,211.0
-108,-36.0,14.0,246.0
-125,-42.0,4.0,234.0
-150,-61.0,-30.0,220.0
-152,-132.0,-97.0,199.0
-147,-143.0,-57.0,156.0
-163,-138.0,26.0,147.0
-163,-89.0,-37.0,120.0
-165,-146.0,-64.0,142.0
-175,-164.0,-48.0,113.0
-168,-155.0,-50.0,125.0
-177,-150.0,-71.0,125.0
-173,-130.0,-109.0,115.0
-177,-182.0,-64.0,164.0
-212,-166.0,-57.0,131.0
-177,-138.0,-111.0,178.0
-194,-96.0,-125.0,160.0
-214,-133.0,-138.0,160.0
-194,-128.0,-131.0,170.0
-189,-103.0,-115.0,122.0
-160,-93.0,-143.0,155.0
-198,-80.0,-147.0,141.0
-144,-124.0,-150.0,144.0
-140,-143.0,-100.0,144.0
-137,-125.0,-87.0,132.0
-137,-97.0,-126.0,138.0
-148,-117.0,-136.0,144.0
-122,-102.0,-151.0,133.0
-147,-151.0,-171.0,146.0
-159,-149.0,-146.0,138.0
-110,-85.0,-154.0,159.0
-110,-73.0,-148.0,126.0
-131,-56.0,-116.0,136.0
-100,-89.0,-163.0,125.0
-127,-61.0,-163.0,107.0
-90,-53.0,-133.0,114.0
-115,-45.0,-63.0,46.0
-116,-25.0,-78.0,60.0
-115,-11.0,-157.0,23.0
-100,-17.0,-166.0,-5.0
-81,-21.0,-157.0,38.0
-122,-23.0,-173.0,45.0
-111,-41.0,-143.0,45.0
-118,-26.0,-62.0,82.0
-60,-1.0,-97.0,40.0
-68,-19.0,-97.0,45.0
-74,-58.0,-106.0,60.0
-102,-73.0,-101.0,31.0
-98,-62.0,-97.0,56.0
-96,-43.0,-130.0,38.0
-110,-36.0,-100.0,-18.0
-59,-26.0,-98.0,-46.0
-87,-32.0,-76.0,-14.0
-57,18.0,-90.0,21.0
-123,17.0,-76.0,27.0
-167,-12.0,-122.0,22.0
-189,-10.0,-130.0,-6.0
-164,13.0,-112.0,56.0
-189,46.0,-124.0,44.0
-198,44.0,-120.0,77.0
-155,45.0,-135.0,90.0
-183,66.0,-134.0,22.0
-131,90.0,-170.0,19.0
-148,68.0,-119.0,33.0
-151,74.0,-90.0,55.0
-166,77.0,-70.0,50.0
-178,82.0,-78.0,69.0
-179,42.0,-87.0,16.0
-194,51.0,-78.0,-6.0
-187,13.0,-52.0,-43.0
-187,29.0,-68.0,-13.0
-145,82.0,-110.0,0.0
-176,54.0,-73.0,-19.0
-165,79.0,-85.0,-13.0
-142,86.0,-90.0,22.0
-180,96.0,-64.0,41.0
-165,64.0,-34.0,43.0
-199,76.0,-32.0,67.0
-219,2.0,-17.0,31.0
-190,18.0,17.0,34.0
-193,47.0,-18.0,49.0
-224,31.0,-29.0,0.0
-192,4.0,-27.0,18.0
-189,-8.0,-20.0,-21.0
-228,28.0,1.0,-35.0
-219,56.0,-91.0,-42.0
-170,80.0,-86.0,-71.0
-197,53.0,-24.0,-43.0
-156,100.0,6.0,-32.0
-188,83.0,14.0,-48.0
-262,59.0,5.0,-85.0
-198,58.0,34.0,-49.0
-198,88.0,24.0,-95.0
-189,110.0,55.0,-27.0
-205,83.0,68.0,-58.0
-203,76.0,23.0,-69.0
-198,108.0,34.0,-68.0
-190,96.0,1.0,-94.0
-144,114.0,-20.0,-47.0
-173,87.0,23.0,-74.0
-176,97.0,-6.0,-93.0
-173,120.0,20.0,-94.0
-170,81.0,-6.0,-80.0
-157,146.0,28.0,-77.0
-121,125.0,49.0,-20.0
-131,100.0,-8.0,-38.0
-165,123.0,11.0,-37.0
-151,159.0,0.0,-52.0
-168,190.0,40.0,-57.0
-157,173.0,42.0,-41.0
-157,161.0,77.0,-34.0
-79,145.0,40.0,-6.0
-120,157.0,1.0,-31.0
-78,164.0,108.0,-70.0
-414,181.0,107.0,-65.0
-837,146.0,97.0,-90.0
-681,120.0,70.0,-85.0
-647,126.0,26.0,-65.0
-629,126.0,41.0,-98.0
-516,138.0,33.0,-68.0
-415,87.0,77.0,-71.0
-298,89.0,86.0,-78.0
-231,95.0,50.0,-92.0
-203,118.0,80.0,-82.0
-151,138.0,89.0,-76.0
-44,145.0,79.0,-96.0
34,138.0,75.0,-102.0
41,108.0,67.0,-122.0
5,151.0,91.0,-99.0
-20,163.0,66.0,-126.0
55,180.0,65.0,-157.0
59,182.0,108.0,-164.0
46,167.0,73.0,-194.0
24,133.0,57.0,-185.0
41,111.0,82.0,-201.0
95,163.0,113.0,-160.0
105,152.0,141.0,-97.0
156,139.0,139.0,-133.0
146,145.0,108.0,-136.0
161,117.0,87.0,-173.0
125,137.0,83.0,-186.0
31,117.0,119.0,-133.0
35,129.0,100.0,-128.0
30,165.0,63.0,-145.0
68,128.0,97.0,-156.0
65,158.0,70.0,-160.0
40,180.0,73.0,-152.0
-40,120.0,82.0,-148.0
-23,107.0,95.0,-154.0
-17,131.0,86.0,-164.0
-83,131.0,34.0,-143.0
-57,142.0,47.0,-130.0
-38,146.0,103.0,-172.0
23,150.0,129.0,-164.0
60,108.0,102.0,-164.0
80,129.0,64.0,-171.0
25,158.0,50.0,-168.0
140,142.0,52.0,-186.0
137,145.0,70.0,-157.0
65,199.0,95.0,-138.0
28,193.0,35.0,-182.0
-8,177.0,65.0,-173.0
8,162.0,79.0,-140.0
-36,137.0,19.0,-105.0
-43,185.0,81.0,-124.0
-86,148.0,85.0,-169.0
-75,152.0,57.0,-126.0
-74,173.0,75.0,-122.0
-111,163.0,43.0,-118.0
-147,173.0,33.0,-121.0
-192,219.0,49.0,-113.0
-163,256.0,62.0,-113.0
-157,205.0,36.0,-114.0
-206,188.0,19.0,-86.0
-109,205.0,46.0,-104.0
-101,181.0,85.0,-111.0
-74,186.0,90.0,-92.0
-72,151.0,128.0,-85.0
-129,131.0,125.0,-102.0
-97,146.0,108.0,-122.0
-105,142.0,91.0,-138.0
-103,125.0,76.0,-109.0
-63,142.0,94.0,-138.0
-31,114.0,90.0,-142.0
-17,127.0,128.0,-100.0
7,101.0,104.0,-100.0
-16,89.0,104.0,-50.0
20,133.0,123.0,-35.0
20,123.0,173.0,-26.0
66,165.0,166.0,-22.0
105,186.0,169.0,-19.0
76,208.0,169.0,-19.0
123,169.0,186.0,-44.0
104,154.0,199.0,9.0
136,134.0,190.0,13.0
145,138.0,213.0,-12.0
184,156.0,182.0,-28.0
210,155.0,201.0,-4.0
272,145.0,197.0,27.0
328,152.0,187.0,6.0
183,157.0,174.0,14.0
190,142.0,196.0,34.0
163,107.0,168.0,55.0
128,56.0,182.0,29.0
140,55.0,204.0,55.0
99,50.0,191.0,37.0
80,83.0,176.0,49.0
126,55.0,170.0,86.0
155,88.0,192.0,70.0
118,93.0,162.0,47.0
113,87.0,191.0,73.0
149,87.0,210.0,85.0
145,69.0,214.0,84.0
116,61.0,219.0,158.0
95,50.0,192.0,92.0
42,47.0,196.0,67.0
127,14.0,180.0,104.0
85,25.0,184.0,95.0
85,-31.0,179.0,80.0
146,-39.0,168.0,91.0
101,-40.0,174.0,86.0
92,-19.0,185.0,117.0
59,-38.0,201.0,127.0
26,-42.0,221.0,112.0
76,-27.0,197.0,103.0
117,-49.0,182.0,106.0
95,-57.0,199.0,132.0
110,-18.0,175.0,106.0
91,6.0,164.0,100.0
86,13.0,142.0,97.0
83,-11.0,166.0,88.0
85,-43.0,104.0,141.0
65,-6.0,89.0,108.0
40,2.0,128.0,52.0
38,27.0,107.0,98.0
49,22.0,110.0,117.0
34,62.0,121.0,135.0
61,69.0,118.0,123.0
42,88.0,99.0,87.0
45,24.0,101.0,40.0
43,35.0,93.0,104.0
18,-8.0,53.0,64.0
57,-21.0,11.0,57.0
30,12.0,22.0,117.0
47,7.0,-15.0,65.0
47,10.0,-22.0,68.0
79,-21.0,18.0,110.0
131,18.0,-22.0,154.0
145,32.0,-28.0,79.0
170,33.0,-23.0,123.0
170,19.0,-47.0,114.0
154,18.0,-30.0,38.0
153,-18.0,-3.0,128.0
144,-31.0,-10.0,110.0
152,-54.0,-60.0,95.0
162,-79.0,-38.0,152.0
185,-155.0,10.0,124.0
223,-110.0,-18.0,97.0
188,-98.0,-48.0,67.0
186,-117.0,-55.0,80.0
197,-125.0,-18.0,75.0
152,-108.0,-11.0,49.0
123,-142.0,-32.0,75.0
89,-155.0,-13.0,70.0
83,-160.0,-50.0,75.0
66,-191.0,-41.0,70.0
91,-153.0,-46.0,87.0
85,-164.0,-82.0,78.0
72,-134.0,-84.0,58.0
84,-186.0,-94.0,46.0
56,-182.0,-101.0,44.0
46,-168.0,-87.0,55.0
27,-161.0,-79.0,47.0
37,-206.0,-67.0,77.0
37,-199.0,-100.0,98.0
46,-185.0,-85.0,96.0
-20,-157.0,-20.0,95.0
4,-112.0,-29.0,114.0
32,-109.0,-12.0,118.0
42,-126.0,-39.0,146.0
44,-177.0,-51.0,119.0
-23,-146.0,-85.0,111.0
12,-142.0,-120.0,109.0
35,-113.0,-126.0,121.0
13,-110.0,-117.0,170.0
-17,-154.0,-136.0,172.0
-34,-105.0,-104.0,206.0
-44,-48.0,-108.0,237.0
-27,-45.0,-106.0,233.0
-16,-67.0,-67.0,225.0
-30,-116.0,-76.0,205.0
-15,-85.0,-26.0,133.0
-33,-80.0,-40.0,179.0
-63,-98.0,-71.0,156.0
-66,-121.0,-66.0,174.0
-67,-103.0,-34.0,169.0
-40,-96.0,-56.0,165.0
-7,-148.0,-91.0,173.0
-2,-132.0,-87.0,148.0
-44,-126.0,-87.0,234.0
-46,-140.0,-88.0,206.0
-21,-143.0,-123.0,181.0
-29,-108.0,-100.0,152.0
-26,-142.0,-88.0,172.0
-39,-146.0,-98.0,190.0
-25,-142.0,-78.0,200.0
-42,-157.0,-71.0,176.0
-48,-116.0,-42.0,181.0
-72,-103.0,-70.0,174.0
-35,-72.0,-52.0,145.0
-325,-84.0,-66.0,171.0
